symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
600884.SS;Specialty Chemicals;Basic Materials;China;2021;12556.33312;9.437980448;508.8947197;3949304397;3755854600;1195897.482;3756104165;193200232.5;20364331133;25789650.97;398109764.8;187703957.3;157963749.9;223228691.2;0.02755;0.02755;0;621720378.7
600886.SS;Utilities—Renewable;Utilities;China;2019;10143.8382;9.224621726;791.8737477;3250270727;1701216643;737349357.1;1444181009;1806089718;6968782502;2370190977;642120114.8;299561979.8;35426675.28;429050845.8;0.13485;0.13195;5771;2632379905
600886.SS;Utilities—Renewable;Utilities;China;2020;10408.66976;9.250394368;747.1823239;4037764073;2180231862;485201028.1;2150491449;1887272624;8459217358;883204239.9;872284466.2;491386159.4;352062859.5;640311497.3;0.21895;0.2117;5771;3150904091
600886.SS;Utilities—Renewable;Utilities;China;2021;12556.33312;9.437980448;508.8947197;7211317905;3972730480;1093822157;3869130863;3342187041;14137838542;1938743243;2384715311;609681425.7;-56163297.93;760315226.2;0.2523;0.2465;75570.36775;4630459146
600886.SS;Utilities—Renewable;Utilities;China;2022;12933.02311;9.467539251;716.9235693;7330588046;3965909949;1091438477;3942330347;3388257699;18209489476;1405894364;1528186430;307443148.4;-517456493.2;406085166.2;0.12325;0.1218;5771;4526006111
600887.SS;Packaged Foods;Consumer Defensive;China;2019;10143.8382;9.224621726;791.8737477;1121327950;964015675.9;49783720;966624035.8;154703914.2;4643632906;289423473.6;161231615.9;103704156.1;152171521.8;125766517.8;0.0986;0.0986;0;648217567.2
600887.SS;Packaged Foods;Consumer Defensive;China;2020;10408.66976;9.250394368;747.1823239;1003182235;811757850.7;58050126.95;810790932.8;192391302.1;4786570317;229846838.5;125444525.2;8825422.982;106120242;10775088.49;0.0087;0.0087;0;397091532.9
600887.SS;Packaged Foods;Consumer Defensive;China;2021;12556.33312;9.437980448;508.8947197;1340363327;1164891427;11469096.56;1166618445;173744882.5;4840052265;185400027.7;469201262.6;77390353.66;101859274.4;88503426.96;0.0725;0.0725;79911.936;443466846
600887.SS;Packaged Foods;Consumer Defensive;China;2022;12933.02311;9.467539251;716.9235693;1414492633;1151406451;30193827.4;1156599147;257893486.6;5043705849;174939940.9;387217671.1;92356821.14;53917469.44;105308215.6;0.0841;0.0841;94685.08845;504891649.8
600893.SS;Aerospace & Defense;Industrials;China;2019;10143.8382;9.224621726;791.8737477;7750980487;5293791691;10544.835;5291275123;2459705364;15648777117;426712035;623521003.1;1070509295;939706213.2;1416858826;0.7103695;0.7103695;0;3353339148
600893.SS;Aerospace & Defense;Industrials;China;2020;10408.66976;9.250394368;747.1823239;7810607599;5580269950;5272.2;5578099696;2232507903;16628163472;739424616.3;1050262023;1084923152;525724533.2;1434140324;0.7227235;0.7227235;0;3059652414
600893.SS;Aerospace & Defense;Industrials;China;2021;12556.33312;9.437980448;508.8947197;9830812108;6160505692;2779944.489;6159789987;3671022121;18034061107;584085276.1;3038595496;1088614006;2159722978;1446487197;0.7270445;0.7270445;0;3675775840
600893.SS;Aerospace & Defense;Industrials;China;2022;12933.02311;9.467539251;716.9235693;9854815834;6883867311;3972957.614;6891045048;2963770787;16452073257;511498707.5;3534440168;1359785702;450728265.8;1813930531;0.9026395;0.9026395;0;4365209947
600900.SS;Utilities—Independent Power Producers;Utilities;China;2019;10143.8382;9.224621726;791.8737477;2733875707;1439190362;564251749.9;1412588595;1321287112;10119375324;1206465180;268211707.4;239070574;133714355.5;336505627.4;0.1537;0.15225;168061.1466;6903825182
600900.SS;Utilities—Independent Power Producers;Utilities;China;2020;10408.66976;9.250394368;747.1823239;3991408964;2194458067;875765051.5;2169010334;1822398629;13262491167;1719353286;298188386.7;365795910.8;-421239244.1;509084558.1;0.232;0.232;375763.6575;8746960049
600900.SS;Utilities—Independent Power Producers;Utilities;China;2021;12556.33312;9.437980448;508.8947197;5169044071;2736475292;1498736568;2310340787;2858703284;19545417046;6676768592;252249993.1;231426695.1;-220589882.6;403331183.6;0.1421;0.1421;3164998.279;12469791164
600900.SS;Utilities—Independent Power Producers;Utilities;China;2022;12933.02311;9.467539251;716.9235693;6414478351;3319240532;1572690400;2805766752;3608711599;23020185956;7455119790;327785066.7;428350648.5;263314654.1;625826734.9;0.25955;0.25955;475591.88;15183735535
600905.SS;Utilities—Renewable;Utilities;China;2019;10143.8382;9.224621726;791.8737477;13417631087;8635802053;3666007267;6161573592;7256057495;49638366583;19059712038;2685543802;840493302.2;391472946.7;1207405051;0.1914;0.1914;0;16268042429
600905.SS;Utilities—Renewable;Utilities;China;2020;10408.66976;9.250394368;747.1823239;16118206128;9676473641;3078809932;8230156654;7888049474;59483071904;12591587792;2380594298;1062281423;-136815041;1603033608;0.2378;0.2378;0;22328096158
600905.SS;Utilities—Renewable;Utilities;China;2021;12556.33312;9.437980448;508.8947197;30435497390;14806011625;8242110880;14197710815;16237786575;1.15788E+11;35963106000;5120682395;619019210;-556503475;1260874905;0.13485;0.13485;0;30042063815
600918.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;1991540605;1010468645;323522749.2;884530011.7;1107010593;5265125745;2843907536;416810032.3;44809679.3;-161331723.4;75316712.21;0.097266;0.097266;1069872.396;588455367.8
600918.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;2540114880;984676960;91621385.29;1031209297;1508905582;6504040321;2505872436;383148601.3;77854913.13;103936633.5;105751890.8;0.1585575;0.158485;1066925.113;878126239.5
600918.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;4502898638;2450146135;4609030.552;2493766718;2009131920;8731902000;2587855271;1314796529;156224448.7;-177433451.2;184673427;0.311431;0.3113585;10907235.27;1404104327
600958.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;17288826000;11007163134;1741571874;10580672325;6708153675;21326645254;11907377713;5801720280;1861414599;929225899.9;2199978289;0.19865;0.19865;0;12059116644
600958.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;4565379188;2223518088;1532072308;2016376289;2549002899;17310943377;2758959226;326746688.9;135988993.6;128426835.5;266962363.6;0.0957;0.0957;0;2557258721
600958.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;4637585165;2696848451;1677457207;2030459471;2607125693;17283414222;5722399241;401932906.5;120261018.7;143332090.4;218933720.1;0.0841;0.0841;10208000;2387309185
600958.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;4573287064;2517588298;1464530678;2048769506;2524517558;17531080426;4002079376;423341879.7;159870380.5;269200392.5;245912999.3;0.1131;0.1131;0;2505224092
600989.SS;Chemicals;Basic Materials;China;2019;10143.8382;9.224621726;791.8737477;1747154984;1001072312;266057811.5;900212604.2;846942380.2;5883807366;1441714936;177273245.7;92118935.38;31390156.97;136096036.1;0.0957;0.0957;0;1187116797
600989.SS;Chemicals;Basic Materials;China;2020;10408.66976;9.250394368;747.1823239;2093135918;1091195696;318217080.1;990675886.5;1102460031;6260672178;1487609149;217125237.4;122260624.2;24297978.63;176703016;0.12615;0.12615;0;1453011380
600989.SS;Chemicals;Basic Materials;China;2021;12556.33312;9.437980448;508.8947197;2326854319;1330380040;367332189.9;1139025355;1187828964;6819100179;2192279609;227063868.3;173122507.1;24407843.18;244346238.5;0.1798;0.1798;0;1722287474
600995.SS;Utilities—Regulated Electric;Utilities;China;2022;12933.02311;9.467539251;716.9235693;2789574723;1707068831;672187913.2;1299105150;1490469572;8670443223;3886956341;477362993.2;175494135.8;-84289540.06;257165887;0.18125;0.174;0;1856465562
600995.SS;Utilities—Regulated Electric;Utilities;China;2019;10143.8382;9.224621726;791.8737477;4136503599;1519245497;1249212909;1202742770;2933760828;13696074698;5140470234;829616404.2;181533915.7;260836509.7;317526664.2;0.131535735;0.131535735;4371927.589;3067544599
600995.SS;Utilities—Regulated Electric;Utilities;China;2020;10408.66976;9.250394368;747.1823239;5408133646;2237894033;845016687.9;2151754845;3256378801;15824892004;3892875694;1376465841;218454625.9;-135294342.8;336229980.9;0.112892795;0.111857205;4040312.589;3747745532
600995.SS;Utilities—Regulated Electric;Utilities;China;2021;12556.33312;9.437980448;508.8947197;8260279873;2574927971;1580694300;2424039815;5836240058;25338247418;7598928616;1916773990;295601163.6;-242284591.1;421641918.7;0.1334;0.13195;4216696.405;5988754276
600999.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;10490550709;4245787817;898455850.3;4373732509;6116818200;34192986064;7187856789;1766592420;802265682;62877293.3;979981859.7;0.24857147;0.2465;2246185.539;10583463083
600999.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;2060889623;1529435653;608074289.7;1219490779;841398844.5;8496002119;2543894136;246489908.1;51920291.59;-21007796.56;98522155.14;0.029;0.029;0;774549429.5
600999.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;3192954131;2102130989;887003134.4;1945668488;1247285644;13245541309;4524185673;315460541.9;148575486.9;-67267818.95;202007241.8;0.08182147;0.08182147;0;800977981.2
600999.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;5663214621;3702242262;925146252.7;3794171274;1869043348;24429912974;4680843976;918169934.6;758118683.9;-114980685.1;875567949.3;0.38715;0.3857;0;1618521091
601006.SS;Railroads;Industrials;China;2022;12933.02311;9.467539251;716.9235693;11478186960;7711092179;1855119307;7085614675;4392572285;47193873916;11638677281;1437536531;2973017340;1093432843;3361979055;янв.61;1.47465;0;6064263787
601006.SS;Railroads;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1194251618;744438800.9;89297908.67;744438800.9;449812816.8;3483757695;439648861;100688805.2;174867171.8;90560202.55;198390957.1;0.09425;0.09297139;0;1033638964
601006.SS;Railroads;Industrials;China;2020;10408.66976;9.250394368;747.1823239;1385616099;911022799.7;153360796.7;911022799.7;474593299.2;4558675277;403871789;135400298.2;194707786.7;172643179.5;213490859.8;0.1039795;0.1032545;0;1081703525
601006.SS;Railroads;Industrials;China;2021;12556.33312;9.437980448;508.8947197;1689055712;1048977875;228847760.9;1048977875;640077837.5;5871376387;398112804;172712858.2;154207620.1;131482852.1;176659838.4;0.081722;0.081722;0;1075712957
601012.SS;Semiconductor Equipment & Materials;Technology;China;2022;12933.02311;9.467539251;716.9235693;10272741357;8229854669;1262228873;7694825541;2577915816;44856713359;10223623839;1806846229;3498065365;2694324772;5942667169;фев.04;фев.04;0;5865088177
601012.SS;Semiconductor Equipment & Materials;Technology;China;2019;10143.8382;9.224621726;791.8737477;7159797047;3169631530;883883483.6;3153706978;4006090070;18627013205;2768481166;896167607.6;683503993.5;159994285.8;869967293.1;0.0986;0.09715;0;9064865615
601012.SS;Semiconductor Equipment & Materials;Technology;China;2020;10408.66976;9.250394368;747.1823239;10151849265;4650503615;1714801755;4481456980;5670392285;26616706628;5513441206;1526595636;1047692099;-91194686.17;1236903575;0.14935;0.14645;0;13412682586
601012.SS;Semiconductor Equipment & Materials;Technology;China;2021;12556.33312;9.437980448;508.8947197;17482954234;6252318212;2948674993;6638483315;10844470920;48263054546;9958755591;2059669637;1025225456;-765956020.5;1275892804;0.14645;0.14355;0;22322184180
601018.SS;Marine Shipping;Industrials;China;2019;10143.8382;9.224621726;791.8737477;26475073788;11883893175;13996530086;6027312490;20447761297;1.26991E+11;59847538766;1867347732;319997114.1;-5645951929;575333544.9;0.033833285;0.033833285;5546250;11962482699
601018.SS;Marine Shipping;Industrials;China;2020;10408.66976;9.250394368;747.1823239;35019664576;14853264101;17759151721;10129700792;24889963784;1.89465E+11;68240159041;1542439640;1059745394;-5559203552;2897924048;0.10875;0.10875;9243750;15553424002
601018.SS;Marine Shipping;Industrials;China;2021;12556.33312;9.437980448;508.8947197;48890700699;23200019688;23583136040;13810302656;35080398042;2.47636E+11;1.14592E+11;2563838295;1859414288;-3578832746;5052958982;0.18995;0.18995;27187500;25668520236
601018.SS;Marine Shipping;Industrials;China;2022;12933.02311;9.467539251;716.9235693;52575175420;26137351564;26106025427;14089038503;38486136917;2.66867E+11;1.35362E+11;2644622285;484323552.2;-1507963201;1478550388;0.04785;0.04785;15660000;41918752034
601021.SS;Airlines;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1471062679;1055502196;40770535.42;1057587748;413474931.6;3790115291;251161891.4;312113753.3;306641658.9;418954189;395331439.7;0.145;0.145;0;1917934715
601021.SS;Airlines;Industrials;China;2020;10408.66976;9.250394368;747.1823239;1531828067;875420625.8;128952027.3;879490497;652337570.4;4764118474;391763.97;257644251.9;400337963.9;269157959.7;477069518.7;0.18995;0.18995;0;2087956947
601021.SS;Airlines;Industrials;China;2021;12556.33312;9.437980448;508.8947197;2093391280;1565088866;76712370.69;1574313721;519077558.8;5250345685;180514701.9;669687252.7;416958502.3;480973693.6;474909425.3;0.18995;0.18995;0;2351392245
601059.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;817845921.6;686942261.8;138994012.9;549728106.4;268117815.3;2826818566;981554132.8;338636898.8;96579255.93;63221004.85;123759102.8;0.09217853;0.09217853;0;376181835.7
601059.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;28368030985;11408422520;10374022100;9077205900;19290825085;88674988000;25011226000;1834262035;234095250;-853492185;858188010;0.0725;0.0725;1450000;18522085835
601066.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;29147511545;11672533060;7580946550;9345817240;19801694305;89412211000;30132713000;2094529350;613968715;4874693230;1450926260;0.21315;0.21315;1450000;22706665195
601066.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;42888121315;15349646205;5131988335;15115410305;27772711010;1.2967E+11;20231994000;7316279065;441552260;4077845585;931718525;0.1537;0.1537;0;31340647275
601066.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;71609793670;17200319775;3165175420;17601526365;54008267305;2.53057E+11;39126248000;7463333135;2410254960;6290215275;3247431455;0.82795;0.82795;0;61488792075
601066.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;3961077810;1853195524;882477279.6;1690680368;2270397442;10611569621;2326436612;502828108.4;274656029;210297366.6;362046588.4;0.0406;0.03915;0;3467794356
601088.SS;Thermal Coal;Energy;China;2020;10408.66976;9.250394368;747.1823239;5041857198;2561262109;1312575132;2296450331;2745406868;22776263891;4251896228;743480467.6;331859559.3;313871695.9;445820677.8;0.16385;0.16385;0;2053782301
601088.SS;Thermal Coal;Energy;China;2021;12556.33312;9.437980448;508.8947197;6573020588;3293929950;1429684751;3014401229;3558619359;29553742777;4599387151;911620137.2;678082214.3;227705907.5;843684005.1;0.3074;0.2987;5142425;2989472591
601088.SS;Thermal Coal;Energy;China;2022;12933.02311;9.467539251;716.9235693;8581968056;4237458143;2309365550;3373719684;5208248373;39076248002;9740959766;1265315148;495804730.4;-214840001;652089364.3;0.2117;0.2088;18218844;3502496607
601088.SS;Thermal Coal;Energy;China;2019;10143.8382;9.224621726;791.8737477;4692071978;3559129664;400606832.9;3605969412;1086102566;23508527555;1150217443;437355663.9;331379102.4;245517739.1;481510345.2;0.0551;0.0551;20589594;2130008766
601100.SS;Specialty Industrial Machinery;Industrials;China;2020;10408.66976;9.250394368;747.1823239;6198291014;4776098454;1147898979;4342447636;1855843378;31595727374;4308437499;537673293.9;427217637.5;258684244.6;575484541;0.058;0.058;20589594;2172529928
601100.SS;Specialty Industrial Machinery;Industrials;China;2021;12556.33312;9.437980448;508.8947197;5893171424;4509077893;523724868.7;4662303465;1230867959;31074372913;781379995.6;439526049.3;337373489.3;-115136457;533617248.5;0.0464;0.0464;20589594;2019705973
601100.SS;Specialty Industrial Machinery;Industrials;China;2022;12933.02311;9.467539251;716.9235693;4830200500;3499589417;139852339.5;3675552342;1154648159;25672469622;3211107011;319087957.8;-1028353199;169889347.1;-956856996;-0.1392;-0.1392;20588898;1663893275
601100.SS;Specialty Industrial Machinery;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1315062546;1151940108;7257446.355;1153118974;161943572.2;4001200334;310419835.7;106344637.9;87942655.15;-55897878.87;102653754.7;0.05282147;0.05282147;0;844667702.3
601108.SS;Asset Management;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;1666388967;1293293641;39175717.36;1293886170;372502796.8;6032908072;330105520.7;193862520.5;176716963.5;64002041.11;206816190;0.1057775;0.1057775;0;1273459553
601108.SS;Asset Management;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;1871202139;1387592162;148900510.3;1315464544;555737595.4;7302707783;872228115.5;144312703.6;194859121.1;-21005465.08;230215390.8;0.116638;0.116638;0;1466935121
601108.SS;Asset Management;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;2368736340;1614193268;126360183.3;1584889414;783846925.8;9081925408;555708564.4;276120084.3;342461683.6;474694620.2;408093567.2;0.2049865;0.2049865;0;1817261949
601108.SS;Asset Management;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;2411262219;1412304535;259398645.5;1468668299;942593920;6497284926;1701041355;366198053.2;217905516;228288253;230188676.2;0.11165;0.11165;25.4678;1165658085
601111.SS;Airlines;Industrials;China;2020;10408.66976;9.250394368;747.1823239;2248504890;1574394066;116963517.8;1621446855;627058034.2;7622313293;120833466.6;426762795.3;224532989;452489856.2;253423036.9;0.116;0.116;25.4678;1482591240
601111.SS;Airlines;Industrials;China;2021;12556.33312;9.437980448;508.8947197;2470728361;1492056958;426690028.1;1523140880;947587481;9474813292;2178104399;498278902.9;53527326.76;98376335.68;46766672.71;0.02755;0.02755;25.4678;1235109729
601111.SS;Airlines;Industrials;China;2022;12933.02311;9.467539251;716.9235693;2267219207;1328066796;359645409.5;1374048649;893170558.6;9257501482;2042627679;433050338;199692136.8;127330442.9;239362775.4;0.1044;0.1044;25.4678;1112208323
601111.SS;Airlines;Industrials;China;2019;10143.8382;9.224621726;791.8737477;2599243452;1419863107;843266947.1;1342316471;1256926981;12467666262;794228497;475037720.8;184548178.7;-174474645.2;233645454.6;0.063447215;0.0629184;0;1562906460
601117.SS;Engineering & Construction;Industrials;China;2020;10408.66976;9.250394368;747.1823239;4689385193;3317014750;1693347386;1978074494;2711310699;21276508486;9523628988;1037398434;240842284.3;-840626514.9;305861953.5;0.080683655;0.07994343;0;1562019416
601117.SS;Engineering & Construction;Industrials;China;2021;12556.33312;9.437980448;508.8947197;7060402780;4844904263;3262977468;2810314610;4250088169;32077544675;20472304096;1397999933;870944049.8;-57258757.79;1063017170;0.25955;0.25955;0;4140770672
601117.SS;Engineering & Construction;Industrials;China;2022;12933.02311;9.467539251;716.9235693;8175886273;4591451067;3944756522;3066813233;5109073041;44650043563;25167955062;802071807.1;443988980.4;499176275.2;623978137.1;0.13195;0.13195;0;5371379804
601117.SS;Engineering & Construction;Industrials;China;2019;10143.8382;9.224621726;791.8737477;772798214;434753074.6;147311267.5;430804738.1;341993476;3064666384;273542303.4;30461834.59;2366353.024;-42114881.73;7655887.46;0.00127948;0.00127948;46878.5;399415495.6
601127.SS;Auto Manufacturers;Consumer Cyclical;China;2020;10408.66976;9.250394368;747.1823239;871518009.6;536936706.9;139871892.1;512692097.3;358825912.3;3188852514;378108560.3;45176392.42;77266365.77;39919585.31;97198594.96;0.04205;0.04205;46828.91;597261727.4
601127.SS;Auto Manufacturers;Consumer Cyclical;China;2021;12556.33312;9.437980448;508.8947197;2015381162;1082797141;126458184.4;1068630318;946750843.1;4647527090;383549338.3;311434541;320208890.6;63281690.45;397537837.8;0.1711;0.16965;66408.36585;1608166245
601127.SS;Auto Manufacturers;Consumer Cyclical;China;2022;12933.02311;9.467539251;716.9235693;3701984696;2394071902;718672648.1;1861468946;1840515749;10351501736;4165067021;676253948.8;828593513.9;69980845.97;1007348113;0.43355;0.42775;325222.778;3235955663
601136.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;7668554987;3772078688;1228567396;4598177623;3070377364;33294240423;3005882449;1585314908;886582731.1;-454097213.7;997511401;0.17192853;0.17192853;5311350;2932093216
601136.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;17780952261;9038985743;4540719646;9585259824;8195692437;83680761323;12978597432;2116067610;3980456181;-3318330271;4534378811;0.77285;0.7656;0;8160174513
601136.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;25703535082;11150621735;8613787434;9947596970;15755938113;1.28513E+11;30430072314;1768656612;1001047765;-2835809594;1363443123;0.1856;0.1856;0;11439031232
601136.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;27977403711;13245896937;9107373412;12770204646;15207199065;1.30369E+11;26710058516;3015064545;1923592694;1054386619;2521222222;0.36105;0.35525;0;18099800766
601155.SS;Real Estate—Development;Real Estate;China;2019;10143.8382;9.224621726;791.8737477;593856270.5;451827246.4;90062123.19;392926933.5;200929337;2401687468;551959806.2;66602915.41;20305834.4;31630162.52;31512533.6;0.053919265;0.053919265;0;168915355.3
601155.SS;Real Estate—Development;Real Estate;China;2020;10408.66976;9.250394368;747.1823239;713392276.2;593845122.6;167754110.7;460047208.2;253345068;2643294632;1100521675;176061671.6;25268098.68;8111148.35;37466830.08;0.0648875;0.0648875;71050;184977924.3
601155.SS;Real Estate—Development;Real Estate;China;2021;12556.33312;9.437980448;508.8947197;891078450.4;696227186.9;170979929.8;590279709.9;300798740.5;3038700367;934436234.8;254005208.9;80942021.81;51888180.24;106326709.5;0.184875;0.1655465;71050;347142441
601155.SS;Real Estate—Development;Real Estate;China;2022;12933.02311;9.467539251;716.9235693;1664955417;1218822986;286543514.6;1092492765;572462652.1;5250059132;1635621200;422194338.3;477750906;239422221.6;562464210.7;1.0456095;1.0134485;71050;1165977470
601186.SS;Engineering & Construction;Industrials;China;2020;10408.66976;9.250394368;747.1823239;1037847004;869216062.2;1481558.835;869210336.2;168636667.6;3127798589;238434826;308069172.3;104703247.3;-64621896.16;118444491.1;0.32107147;0.319;0;456705003
601186.SS;Engineering & Construction;Industrials;China;2021;12556.33312;9.437980448;508.8947197;2197663104;1828451642;63000414.14;1828451642;369211462.2;4845900407;341479273.2;903996289.3;155044668.7;-224255190.1;174040267.9;0.45675;0.45385;69600;672630955.7
601186.SS;Engineering & Construction;Industrials;China;2022;12933.02311;9.467539251;716.9235693;2644694680;2268877008;20060184.87;2275775404;368919275.7;6378815280;367175592.1;766991192;478737077.8;164759184.6;541643676.1;янв.79;1.305;0;1487022182
601211.SS;Capital Markets;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;1446140238;826238760.8;128215297.9;727773554.5;718366683.9;2409707463;970354612.7;575785211.4;233581742;276026174.7;266290223.2;0.36105;0.36105;0;2472641742
601211.SS;Capital Markets;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;1821251417;1043782431;115639388.8;1061454188;759797228.8;5533700318;292411599.4;555217757.2;275720970.7;221665591.8;311292494.3;0.42195;0.42195;0;2483750722
601211.SS;Capital Markets;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;2248626066;1240582374;191103702;1236861327;1011764739;7083460844;583234024.8;724715530.1;246352818.6;292364494.7;278815019.8;0.37845;0.37845;0;3077728206
601211.SS;Capital Markets;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;2921531638;1746022628;323668275.4;1764757876;1156773761;4712737546;592918510.8;687549493.8;300500705.9;202990045.2;347570162.7;0.44225;0.44225;0;3043588436
601216.SS;Chemicals;Basic Materials;China;2019;10143.8382;9.224621726;791.8737477;1771808324;1051338951;429628857.4;725423243.3;1046385081;6242296060;2546702806;209328453.6;178752443.2;-133377116.7;213898076.8;0.3799;0.37845;304500;1526008548
601216.SS;Chemicals;Basic Materials;China;2020;10408.66976;9.250394368;747.1823239;2031133840;1232571743;253416298.9;1079428499;951705341.7;8066945339;1631307045;73498306.78;207366142.2;-99465988.11;249218745.4;0.435;0.4321;848410.95;1682066258
601216.SS;Chemicals;Basic Materials;China;2021;12556.33312;9.437980448;508.8947197;2434882214;1433263296;337288072.6;1235409870;1199472343;9522043803;2324706210;89841288.51;214692365;-45894475.16;246471290.3;0.4379;0.43645;945224.6704;2021665683
601216.SS;Chemicals;Basic Materials;China;2022;12933.02311;9.467539251;716.9235693;3005349116;1946484616;388233927.6;1776667011;1228682105;12148573686;1765196867;277453006.4;237760962.8;-28696802.19;262808931.7;0.4669;0.46545;674775.1393;2028905835
601225.SS;Thermal Coal;Energy;China;2019;10143.8382;9.224621726;791.8737477;920459433.8;611673016.3;867242.2073;611666611.7;308792822.1;1578581800;378292608.7;50406226.05;42361296.57;608679.7284;37042824.42;0.07685;0.07685;0;773900164
601225.SS;Thermal Coal;Energy;China;2020;10408.66976;9.250394368;747.1823239;1094747925;672871234.3;413086.875;673232281.7;421515643.1;1941075596;345901078.8;88663793.87;75131733.03;1090294.559;77448690.97;0.1363;0.1363;0;985863886
601225.SS;Thermal Coal;Energy;China;2021;12556.33312;9.437980448;508.8947197;1471975555;774103693.5;53292909.18;785385602.9;686589952.3;2482410218;447223776.1;168510907.8;120773691.2;24276404.31;125771713.2;0.21895;0.21895;0;1387568000
601298.SS;Marine Shipping;Industrials;China;2020;10408.66976;9.250394368;747.1823239;2202060728;1464993820;18963555.14;1515083364;686977363.7;3666770538;250051087.7;865825822.6;268913556.1;444124382.3;358833353.5;0.5336;0.5336;0;1492349357
601298.SS;Marine Shipping;Industrials;China;2021;12556.33312;9.437980448;508.8947197;3685622535;2422913126;35334907.5;2501664828;1183957707;5127846814;485598249;1729113802;333194689.9;678042323.7;460857923.9;0.64525;0.64525;0;1924124809
601318.SS;Insurance—Life;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;4319524233;2692026893;27411620.01;2803263795;1516260439;7461602195;448464267.5;1997021365;455755986.2;221515531.5;649044895.6;0.86275;0.86275;0;2423418952
601318.SS;Insurance—Life;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;14154472771;6392123848;41307600;6370440292;7784032479;48010336868;4449622393;1459594846;-383774306.7;-130786257.6;-319327290.3;-0.04381871;-0.04381871;0;10236310544
601318.SS;Insurance—Life;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;17532791776;7882996519;236828500;7754644583;9778147193;48026154998;4842517042;4640257462;482016418.8;1118806471;383272279.6;0.05400699;0.05400699;0;12262003901
601318.SS;Insurance—Life;Financial Services;China;2021;12556.33312;9.437980448;508.8947197;19633670405;8168275155;172770301.3;8100604792;11533065613;44264184766;3431675818;7536555112;515107181.4;3039482637;560536537.1;0.052432;0.0518955;0;15245572199
601319.SS;Insurance—Property & Casualty;Financial Services;China;2022;12933.02311;9.467539251;716.9235693;21177040613;9264576931;291516352.2;9127576661;12049463952;43972774904;3151097707;7761876655;1130775409;617894665.6;1124756383;0.11542;0.1130855;0;17581665292
601319.SS;Insurance—Property & Casualty;Financial Services;China;2019;10143.8382;9.224621726;791.8737477;49359769480;29460607443;19333498460;20453366061;28906403418;2.35964E+11;1.20976E+11;8261044870;278203361.3;-3383258683;439188515;0.00725;0.00725;2112395.09;16828640574
601319.SS;Insurance—Property & Casualty;Financial Services;China;2020;10408.66976;9.250394368;747.1823239;61517236918;34238633328;24063019478;25142671534;36374565384;2.95271E+11;1.459E+11;10685672934;730166053;-719716357.3;1390627484;0.01885;0.01885;935419.795;19655122611
