symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
002028.SZ;Electrical Equipment & Parts;Industrials;China;2019;10143.8382;9.224621726;791.8737477;2340349445;1962809233;683807936;1368973739;971375706;9686019000;3667068000;106401638;153137922;244923357;245398377;0.40397;0.40397;16385957;1046916472
002032.SZ;Furnishings, Fixtures & Appliances;Consumer Cyclical;China;2020;10408.66976;9.250394368;747.1823239;2389808771;1957325391;780591637;1310692236;1079116535;9768089000;3927614000;163540657;165744831;321196750;256067245;0.43645;0.43645;14670810;1084697614
002032.SZ;Furnishings, Fixtures & Appliances;Consumer Cyclical;China;2021;12556.33312;9.437980448;508.8947197;2582494950;2018868495;824380158;1372271474;1210223476;10158639000;4051153000;265873363;109130161;301976913;195092947;0.28826;0.28826;0;1196626130
002032.SZ;Furnishings, Fixtures & Appliances;Consumer Cyclical;China;2022;12933.02311;9.467539251;716.9235693;2677490221;2122073289;861904708;1472666342;1204823879;10739668000;3997707000;227826697;171202486;167889120;278661145;0.45066;0.45066;0;1253901565
002032.SZ;Furnishings, Fixtures & Appliances;Consumer Cyclical;China;2019;10143.8382;9.224621726;791.8737477;10326463028;6702194611;5773609478;2306472196;8019990832;38143471000;27887387000;221057865;363180601;539167188;698994772;0.26315296;0.26315296;2690156;5163592651
002049.SZ;Semiconductors;Technology;China;2020;10408.66976;9.250394368;747.1823239;12789436247;8334703153;7267559152;2284055515;10505380732;39615955000;37024948000;2018750958;770241885;1602286105;1455337247;0.55809978;0.55809978;192064999;6102996060
002049.SZ;Semiconductors;Technology;China;2021;12556.33312;9.437980448;508.8947197;16113957909;9609139183;6723171819;4745000967;11368956942;44406749000;31463098000;3379235440;2488501484;2754000718;4234815277;1.80802762;1.80802762;244994610;9726143917
002049.SZ;Semiconductors;Technology;China;2022;12933.02311;9.467539251;716.9235693;17326934877;11208558319;8447355364;4428656932;12898277945;54741999000;41063196000;2434245268;315474180;522127774;1370332418;0.23772924;0.23772924;124095321;9005510360
002049.SZ;Semiconductors;Technology;China;2019;10143.8382;9.224621726;791.8737477;261463594;76507858;58254098;73850791;187612803;211142000;285526000;50647688;32506187;26325446;47225514;0.111369454;0.111369454;34510000;206892931
002050.SZ;Specialty Industrial Machinery;Industrials;China;2020;10408.66976;9.250394368;747.1823239;333876536;136915989;56170709;130404561;203471975;292201000;400290000;59098375;32644836;32557343;45588522;0.111845286;0.111845286;7753179;232370446
002050.SZ;Specialty Industrial Machinery;Industrials;China;2021;12556.33312;9.437980448;508.8947197;527378166;185604118;79419284;149880584;377497582;723604000;744215000;96029556;60849859;71170379;77390502;0.208481;0.208481;14451773;352873885
002064.SZ;Specialty Chemicals;Basic Materials;China;2019;10143.8382;9.224621726;791.8737477;2027518934;1362930835;508368028;1050614929;976904005;4634420000;2622291000;43124711;84415723;114760366;151138372;0.21958916;0.2195445;20048686;797957069
002074.SZ;Electrical Equipment & Parts;Industrials;China;2020;10408.66976;9.250394368;747.1823239;2321086978;1551801426;548710015;1176715484;1144371494;5375293000;3530939000;40616849;357332171;418970482;481006470;0.929334;0.929334;84866586;776210288
002074.SZ;Electrical Equipment & Parts;Industrials;China;2021;12556.33312;9.437980448;508.8947197;2809757510;1851340106;735970410;1380790572;1428966938;5880254000;4477027000;41806632;185614065;-98156184;254652538;0.48273603;0.48273603;44083480;972539099
002074.SZ;Electrical Equipment & Parts;Industrials;China;2019;10143.8382;9.224621726;791.8737477;1794353743;1192801407;759264660;662466546;1131887197;6566072000;4014992000;115265227;25329731;39507251;83635797;0.08042657;0.07564592;33520172;886010755
002129.SZ;Semiconductor Equipment & Materials;Technology;China;2020;10408.66976;9.250394368;747.1823239;2708729688;1731415420;1385340208;717915184;1990814504;9132625000;6793856000;152982221;-30612806;2186513;19348742;-0.0636811;-0.0636811;45501638;1428984193
002129.SZ;Semiconductor Equipment & Materials;Technology;China;2021;12556.33312;9.437980448;508.8947197;4719730512;2658061700;1982474452;1532349154;3187381358;16382371000;8751719000;232034278;-45993507;79651922;30231166;-0.08207087;-0.08207087;43106238;2114990822
002129.SZ;Semiconductor Equipment & Materials;Technology;China;2022;12933.02311;9.467539251;716.9235693;5449370773;3527596163;2822493121;1439147997;4010222776;19122186000;13588877000;260853376;-78545572;41315575;207663925;-0.14071757;-0.14071757;19413296;2665165279
002129.SZ;Semiconductor Equipment & Materials;Technology;China;2019;10143.8382;9.224621726;791.8737477;944907348;380722643;177219203;277976832;666930516;2321291000;2768808000;108360385;20396628;44551395;46054204;0.13804;0.13601;0;296020284
002153.SZ;Software—Application;Technology;China;2020;10408.66976;9.250394368;747.1823239;2334199560;1587295367;724274768;1053237892;1280961668;7278498000;3898355000;350867839;92123836;207125366;109455367;0.121338581;0.120545054;27368054;1193562048
002153.SZ;Software—Application;Technology;China;2021;12556.33312;9.437980448;508.8947197;2724327193;1777057331;866784828;1164186933;1560140260;8758894000;4313729000;288524306;350257621;172776548;404922882;0.459573527;0.456823892;2073848;1658558923
002153.SZ;Software—Application;Technology;China;2019;10143.8382;9.224621726;791.8737477;2343117959;1184290226;1761859330;92436253;2250681706;9215413000;7078783000;376818344;-37648380;79540475;126189672;-0.066164805;-0.066164805;0;802436467
002179.SZ;Electronic Components;Technology;China;2020;10408.66976;9.250394368;747.1823239;2252008920;1407941619;1725198951;11404743;2240604177;9343552000;8518760000;272470457;-86069564;74746021;104756526;-0.152379311;-0.152379311;0;811956558
002179.SZ;Electronic Components;Technology;China;2021;12556.33312;9.437980448;508.8947197;3327960482;1804441016;2027043914;472997714;2854962768;13800389000;9982769000;420265013;75524526;-97306629;235719337;0.1182678;0.1182678;267757;944307483
002179.SZ;Electronic Components;Technology;China;2019;10143.8382;9.224621726;791.8737477;6117522334;3839958556;3024165095;1420760460;4696761874;23389907000;17157114000;785662983;468914775;495006771;875658364;0.57470112;0.57470112;243178572;1990309034
002180.SZ;Semiconductors;Technology;China;2020;10408.66976;9.250394368;747.1823239;7142808344;4603751943;3428269481;1571625594;5571182750;27452951000;22063324000;921406038;567809473;-1374107;1169574147;0.69590633;0.69590633;281166368;2488609277
002180.SZ;Semiconductors;Technology;China;2021;12556.33312;9.437980448;508.8947197;7737492175;5008576573;4113003503;1610317191;6127174984;29597791000;24407969000;1046750418;317436175;152021625;997617516;0.3890495;0.3890495;11481274;2545756619
002180.SZ;Semiconductors;Technology;China;2022;12933.02311;9.467539251;716.9235693;7751910656;5019109837;3642048375;1713354916;6038555740;30808224000;23856361000;453885061;540605037;357017521;1045180822;0.66256561;0.66256561;36764112;2417040815
002180.SZ;Semiconductors;Technology;China;2019;10143.8382;9.224621726;791.8737477;36025743145;22647062046;10067294958;14493011638;21532731507;1.36748E+11;80434512000;68067321;2171516172;-427625387;1362013275;1.64836;1.41288;522768848;5628281981
002202.SZ;Specialty Industrial Machinery;Industrials;China;2020;10408.66976;9.250394368;747.1823239;36330189147;22342077891;9967774208;14971512682;21358676465;1.33775E+11;78815089000;58181221;1296624539;365791993;1485935640;0.82418;0.812;0;5903344139
002202.SZ;Specialty Industrial Machinery;Industrials;China;2021;12556.33312;9.437980448;508.8947197;38225523007;22947421861;9365499192;15512603092;22712919915;1.47863E+11;89142324000;39109777;1159867499;-2217338347;2882427653;0.71862;0.70644;0;7636096923
002202.SZ;Specialty Industrial Machinery;Industrials;China;2022;12933.02311;9.467539251;716.9235693;54854144786;32903569244;12413306276;22538813108;32315331678;2.20594E+11;1.32918E+11;2319779455;738591546;-4942781634;1634598630;0.320955383;0.320955383;0;6917069299
002202.SZ;Specialty Industrial Machinery;Industrials;China;2019;10143.8382;9.224621726;791.8737477;36025743145;22647062046;10067294958;14493011638;21532731507;1.36748E+11;80434512000;68067321;2171516172;-427625387;1362013275;1.612409512;1.612409512;522768848;5628281981
002230.SZ;Software—Application;Technology;China;2020;10408.66976;9.250394368;747.1823239;36330189147;22342077891;9967774208;14971512682;21358676465;1.33775E+11;78815089000;58181221;1296624539;365791993;1485935640;0.826438172;0.826438172;0;5903344139
002230.SZ;Software—Application;Technology;China;2021;12556.33312;9.437980448;508.8947197;38225523007;22947421861;9365499192;15512603092;22712919915;1.47863E+11;89142324000;39109777;1159867499;-2217338347;2882427653;0.71862;0.70644;0;7636096923
002230.SZ;Software—Application;Technology;China;2022;12933.02311;9.467539251;716.9235693;54854144786;32903569244;12413306276;22538813108;32315331678;2.20594E+11;1.32918E+11;2319779455;738591546;-4942781634;1634598630;0.320955383;0.320955383;0;6917069299
002230.SZ;Software—Application;Technology;China;2019;10143.8382;9.224621726;791.8737477;923481510;629365163;207554508;587793808;335687702;2473281000;1081541000;10409434;43739395;63543060;42311899;0.1421;0.1421;1624;225669010
002236.SZ;Security & Protection Services;Industrials;China;2020;10408.66976;9.250394368;747.1823239;882570920;592049297;158755947;559362440;323208480;2455784000;1067943000;20959344;25162459;153303164;39962783;0.09541;0.09541;203;191925741
002236.SZ;Security & Protection Services;Industrials;China;2021;12556.33312;9.437980448;508.8947197;1357850557;851129468;161832818;845680136;512170421;2697251000;1298286000;168574448;293246695;275869692;439949517;1.11447;1.11447;4060;366402617
002236.SZ;Security & Protection Services;Industrials;China;2019;10143.8382;9.224621726;791.8737477;5580281007;3188157021;1727524113;2097314191;3482966816;20164094000;11423945000;535562923;271584768;480748863;521496850;0.44904412;0.44731862;81117988;3091352208
002241.SZ;Consumer Electronics;Technology;China;2020;10408.66976;9.250394368;747.1823239;6149125577;3215846221;1840299139;2285023419;3864102158;22822180000;10975904000;555327206;306127451;131528369;566883590;0.50661695;0.5043535;104376713;3041711400
002241.SZ;Consumer Electronics;Technology;China;2021;12556.33312;9.437980448;508.8947197;6775884017;4094186824;2157354892;2495684436;4280199581;23507436000;14095143000;547650558;438447114;209005755;751201703;0.75082189;0.74775253;138217422;3831453262
002241.SZ;Consumer Electronics;Technology;China;2022;12933.02311;9.467539251;716.9235693;7511241976;4400122440;2856517545;2414839077;5096402899;26697165000;15953348000;846153532;207351914;911494969;706132455;0.36636019;0.36636019;148527995;3509393965
002241.SZ;Consumer Electronics;Technology;China;2019;10143.8382;9.224621726;791.8737477;2814218232;2471622034;1148636321;1400716443;1413501789;11037294000;5610135000;308069349;121961994;108874787;205015587;0.096689509;0.095968859;0;636885907
002252.SZ;Biotechnology;Healthcare;China;2020;10408.66976;9.250394368;747.1823239;3292273488;3012340345;1450157499;1609940220;1682333268;13287694000;7221417000;281141399;204544018;-170931684;228492943;0.64773443;0.64476454;0;658391727
002252.SZ;Biotechnology;Healthcare;China;2021;12556.33312;9.437980448;508.8947197;3703644665;3326127189;1605729797;1826314469;1877330196;15055054000;7811394000;201434870;238179900;19684301;330524600;0.1882825;0.18681075;0;1040261523
002271.SZ;Building Products & Equipment;Industrials;China;2019;10143.8382;9.224621726;791.8737477;7618609285;4675645205;3418181802;1983994516;5634614769;26111068000;21602301000;362396209;490372890;-220158372;1063095166;0.4852715;0.4852715;69247157;3727604958
002294.SZ;Medical Instruments & Supplies;Healthcare;China;2020;10408.66976;9.250394368;747.1823239;8957176060;5103014406;3616816693;2492532861;6464643199;29478720000;23135595000;450567838;603943067;705244533;1043833714;0.5984643;0.5984643;122106530;3527102264
002294.SZ;Medical Instruments & Supplies;Healthcare;China;2021;12556.33312;9.437980448;508.8947197;12528002900;7018059160;5168490635;2964707816;9563295084;40024271000;34120385000;608307567;749988981;67022683;1067405262;0.7640108;0.7626913;156578163;4793042744
002294.SZ;Medical Instruments & Supplies;Healthcare;China;2022;12933.02311;9.467539251;716.9235693;18395331591;9538724370;8384590200;3769096940;14626234651;68928098000;49950568000;642771486;278909414;656160757;1106079807;0.253547;0.2521869;95166400;5322145801
002294.SZ;Medical Instruments & Supplies;Healthcare;China;2019;10143.8382;9.224621726;791.8737477;868010948;768757549;11204585;773337432;94673516;1831420000;136264000;15201249;57059849;16203460;64918994;0.251364953;0.251364953;13551671;163291170
002304.SZ;Beverages—Wineries & Distilleries;Consumer Defensive;China;2020;10408.66976;9.250394368;747.1823239;957439350;827341725;3238865;839613278;117826072;2568786000;190133000;15702253;82258036;-12258967;88529315;0.36337;0.36337;19536314;190135484
002304.SZ;Beverages—Wineries & Distilleries;Consumer Defensive;China;2021;12556.33312;9.437980448;508.8947197;1030326094;874239394;8694896;886919383;143406711;2872427000;236297000;12595135;87315984;-5190913;97525869;0.3857;0.3857;20737465;194446798
002304.SZ;Beverages—Wineries & Distilleries;Consumer Defensive;China;2022;12933.02311;9.467539251;716.9235693;1123319582;1001542115;109331131;921405632;201913950;3195973000;518981000;8503467;65915521;-74653656;83145958;0.30044;0.30044;1519252;227615780
002304.SZ;Beverages—Wineries & Distilleries;Consumer Defensive;China;2019;10143.8382;9.224621726;791.8737477;557528132;457680552;110186979;373149119;184379013;2052691000;652220000;14965363;44898728;11296950;60542517;0.49520835;0.49520835;1077524;259748650
002311.SZ;Packaged Foods;Consumer Defensive;China;2020;10408.66976;9.250394368;747.1823239;571888961;438785515;130504843;359680475;212208486;2042444000;621123000;18370891;14163716;41554912;21434161;0.15621865;0.15621865;6675452;329269857
002311.SZ;Packaged Foods;Consumer Defensive;China;2021;12556.33312;9.437980448;508.8947197;689506146;547958712;87447122;481166637;208339509;1994728000;551566000;43951936;130504234;128419424;148688365;1.43938977;1.43938977;9799825;485063831
002311.SZ;Packaged Foods;Consumer Defensive;China;2022;12933.02311;9.467539251;716.9235693;825679155;671491317;78778007;617300061;208379094;2372438000;520547000;96242706;215642028;189673862;259964845;2.37841296;2.37841296;9541;637220248
002311.SZ;Packaged Foods;Consumer Defensive;China;2019;10143.8382;9.224621726;791.8737477;1034620356;630698670;482995667;357072128;677548228;3611452000;2590641000;1820098;63400351;106465583;116445875;0.198987908;0.196977802;6335021;589736721
002352.SZ;Integrated Freight & Logistics;Industrials;China;2020;10408.66976;9.250394368;747.1823239;1121333430;646011163;545978650;355422550;765910880;3643611000;2663189000;5721352;52163083;93242975;99024009;0.162808233;0.16079833;0;603238048
002352.SZ;Integrated Freight & Logistics;Industrials;China;2021;12556.33312;9.437980448;508.8947197;1232975310;729716589;598576965;376460049;856515261;4331299000;3012413000;6845566;71034978;122892140;140035287;0.2233;0.2233;0;786148153
002352.SZ;Integrated Freight & Logistics;Industrials;China;2022;12933.02311;9.467539251;716.9235693;1581729310;990731959;746651255;548320255;1033409055;5400366000;3856550000;3502968;62505324;116531541;164885532;0.19285;0.19285;0;905997120
